formula,solver,runtime,conflicts
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_36.cnf,wrapper-base.sh,0.006083,608
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_21.cnf,wrapper-base.sh,0.003581,280
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_7.cnf,wrapper-base.sh,0.009221,907
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_5.cnf,wrapper-base.sh,0.003221,354
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_18.cnf,wrapper-base.sh,0.003152,221
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_12.cnf,wrapper-base.sh,0.00502,298
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_14.cnf,wrapper-base.sh,0.004111,438
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_33.cnf,wrapper-base.sh,0.005574,565
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_17.cnf,wrapper-base.sh,0.002817,34
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_29.cnf,wrapper-base.sh,0.003955,244
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_0.cnf,wrapper-base.sh,0.002023,40
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_41.cnf,wrapper-base.sh,0.007209,867
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_16.cnf,wrapper-base.sh,0.003557,57
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_3.cnf,wrapper-base.sh,0.002634,174
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_20.cnf,wrapper-base.sh,0.003307,343
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_15.cnf,wrapper-base.sh,0.002478,91
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_16.cnf,wrapper-base.sh,0.002692,158
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_50.cnf,wrapper-base.sh,0.005217,623
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_20.cnf,wrapper-base.sh,0.002659,162
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_0.cnf,wrapper-base.sh,0.005167,397
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_37.cnf,wrapper-base.sh,0.004952,272
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_32.cnf,wrapper-base.sh,0.004114,305
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_20.cnf,wrapper-base.sh,0.003949,388
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_5.cnf,wrapper-base.sh,0.003963,412
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_25.cnf,wrapper-base.sh,0.004077,268
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_16.cnf,wrapper-base.sh,0.003167,169
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_9.cnf,wrapper-base.sh,0.004738,362
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_15.cnf,wrapper-base.sh,0.004775,347
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_7.cnf,wrapper-base.sh,0.003878,346
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_16.cnf,wrapper-base.sh,0.005805,546
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_19.cnf,wrapper-base.sh,0.005753,521
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_10.cnf,wrapper-base.sh,0.002212,107
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_17.cnf,wrapper-base.sh,0.004939,633
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_2.cnf,wrapper-base.sh,0.001791,37
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_19.cnf,wrapper-base.sh,0.003954,153
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_14.cnf,wrapper-base.sh,0.005163,425
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_14.cnf,wrapper-base.sh,0.003871,106
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_18.cnf,wrapper-base.sh,0.003348,46
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_2.cnf,wrapper-base.sh,0.00606,676
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_13.cnf,wrapper-base.sh,0.001794,68
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_7.cnf,wrapper-base.sh,0.003591,280
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_13.cnf,wrapper-base.sh,0.002683,203
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_11.cnf,wrapper-base.sh,0.004331,345
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_3.cnf,wrapper-base.sh,0.002025,352
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_18.cnf,wrapper-base.sh,0.002694,215
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_6.cnf,wrapper-base.sh,0.004358,202
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_20.cnf,wrapper-base.sh,0.00272,317
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_16.cnf,wrapper-base.sh,0.005297,625
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_18.cnf,wrapper-base.sh,0.001713,151
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_14.cnf,wrapper-base.sh,0.001768,25
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_15.cnf,wrapper-base.sh,0.003727,222
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_10.cnf,wrapper-base.sh,0.002148,315
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_43.cnf,wrapper-base.sh,0.002528,190
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_12.cnf,wrapper-base.sh,0.003327,209
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_11.cnf,wrapper-base.sh,0.004971,584
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_8.cnf,wrapper-base.sh,0.004978,491
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_8.cnf,wrapper-base.sh,0.00329,248
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_13.cnf,wrapper-base.sh,0.00866,930
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_0.cnf,wrapper-base.sh,0.003786,342
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_48.cnf,wrapper-base.sh,0.002475,178
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_11.cnf,wrapper-base.sh,0.003431,379
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_0.cnf,wrapper-base.sh,0.004067,450
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_38.cnf,wrapper-base.sh,0.002245,291
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_34.cnf,wrapper-base.sh,0.004634,498
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_27.cnf,wrapper-base.sh,0.005671,538
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_4.cnf,wrapper-base.sh,0.006063,460
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_40.cnf,wrapper-base.sh,0.003805,222
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_35.cnf,wrapper-base.sh,0.005211,455
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_9.cnf,wrapper-base.sh,0.001906,97
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_21.cnf,wrapper-base.sh,0.001009,140
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_31.cnf,wrapper-base.sh,0.004631,474
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_6.cnf,wrapper-base.sh,0.003859,91
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_0.cnf,wrapper-base.sh,0.008464,734
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_17.cnf,wrapper-base.sh,0.001951,118
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_20.cnf,wrapper-base.sh,0.00457,434
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_45.cnf,wrapper-base.sh,0.004567,234
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_15.cnf,wrapper-base.sh,0.001899,187
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_17.cnf,wrapper-base.sh,0.004727,273
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_26.cnf,wrapper-base.sh,0.003404,311
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_19.cnf,wrapper-base.sh,0.003961,253
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_5.cnf,wrapper-base.sh,0.002755,214
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_46.cnf,wrapper-base.sh,0.006379,472
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_17.cnf,wrapper-base.sh,0.001836,191
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_12.cnf,wrapper-base.sh,0.006431,341
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_30.cnf,wrapper-base.sh,0.001905,172
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_28.cnf,wrapper-base.sh,0.003932,407
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_10.cnf,wrapper-base.sh,0.002237,109
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_7.cnf,wrapper-base.sh,0.002617,161
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_23.cnf,wrapper-base.sh,0.005494,507
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_2.cnf,wrapper-base.sh,0.010925,1149
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_7.cnf,wrapper-base.sh,0.001978,69
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_24.cnf,wrapper-base.sh,0.001792,115
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_19.cnf,wrapper-base.sh,0.001938,20
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_14.cnf,wrapper-base.sh,0.002462,145
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_47.cnf,wrapper-base.sh,0.003049,320
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_1.cnf,wrapper-base.sh,0.003059,227
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_9.cnf,wrapper-base.sh,0.004405,283
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_12.cnf,wrapper-base.sh,0.002742,193
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_3.cnf,wrapper-base.sh,0.001002,68
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_42.cnf,wrapper-base.sh,0.002998,104
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_4.cnf,wrapper-base.sh,0.006455,697
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_11.cnf,wrapper-base.sh,0.002091,161
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_19.cnf,wrapper-base.sh,0.005178,182
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_6.cnf,wrapper-base.sh,0.00511,559
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_18.cnf,wrapper-base.sh,0.002889,216
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_3.cnf,wrapper-base.sh,0.006157,594
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_8.cnf,wrapper-base.sh,0.000719,19
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_2.cnf,wrapper-base.sh,0.003849,143
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_10.cnf,wrapper-base.sh,0.002606,179
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_15.cnf,wrapper-base.sh,0.00092,1
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_4.cnf,wrapper-base.sh,0.002842,242
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_8.cnf,wrapper-base.sh,0.002102,184
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_4.cnf,wrapper-base.sh,0.004119,274
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_13.cnf,wrapper-60.sh,0.003787,491
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_9.cnf,wrapper-60.sh,0.004191,351
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_5.cnf,wrapper-60.sh,0.002244,115
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_4.cnf,wrapper-60.sh,0.001737,50
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_1.cnf,wrapper-60.sh,0.003677,332
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_12.cnf,wrapper-60.sh,0.003171,262
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_10.cnf,wrapper-60.sh,0.002454,28
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_2.cnf,wrapper-60.sh,0.002724,250
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_22.cnf,wrapper-60.sh,0.001763,154
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_3.cnf,wrapper-60.sh,0.001929,82
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_1.cnf,wrapper-60.sh,0.002344,84
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_44.cnf,wrapper-60.sh,0.002032,150
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_9.cnf,wrapper-60.sh,0.002896,75
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_39.cnf,wrapper-60.sh,0.006744,721
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_13.cnf,wrapper-60.sh,0.004971,405
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_1.cnf,wrapper-60.sh,0.003734,74
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_11.cnf,wrapper-60.sh,0.001992,23
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_1.cnf,wrapper-60.sh,0.00379,374
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_5.cnf,wrapper-60.sh,0.002369,239
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_6.cnf,wrapper-60.sh,0.004371,234
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_6.cnf,wrapper-60.sh,0.004005,106
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_49.cnf,wrapper-60.sh,0.009922,855
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_8.cnf,wrapper-60.sh,0.002549,132
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_36.cnf,wrapper-60.sh,0.004376,449
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_21.cnf,wrapper-60.sh,0.002578,153
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_7.cnf,wrapper-60.sh,0.003534,237
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_5.cnf,wrapper-60.sh,0.003392,226
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_18.cnf,wrapper-60.sh,0.002954,400
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_12.cnf,wrapper-60.sh,0.006231,414
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_14.cnf,wrapper-60.sh,0.002376,111
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_33.cnf,wrapper-60.sh,0.005088,510
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_17.cnf,wrapper-60.sh,0.001024,36
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_29.cnf,wrapper-60.sh,0.000955,81
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_0.cnf,wrapper-60.sh,0.00255,68
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_41.cnf,wrapper-60.sh,0.005047,326
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_16.cnf,wrapper-60.sh,0.001643,40
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_3.cnf,wrapper-60.sh,0.003396,234
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_20.cnf,wrapper-60.sh,0.002007,140
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_15.cnf,wrapper-60.sh,0.004811,504
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_16.cnf,wrapper-60.sh,0.005582,338
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_50.cnf,wrapper-60.sh,0.004393,216
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_20.cnf,wrapper-60.sh,0.001972,115
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_0.cnf,wrapper-60.sh,0.002931,101
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_37.cnf,wrapper-60.sh,0.002834,266
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_32.cnf,wrapper-60.sh,0.002196,126
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_20.cnf,wrapper-60.sh,0.002463,178
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_5.cnf,wrapper-60.sh,0.004894,419
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_25.cnf,wrapper-60.sh,0.004966,515
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_16.cnf,wrapper-60.sh,0.00212,157
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_9.cnf,wrapper-60.sh,0.004148,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_15.cnf,wrapper-60.sh,0.006894,676
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_7.cnf,wrapper-60.sh,0.005896,608
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_16.cnf,wrapper-60.sh,0.003694,586
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_19.cnf,wrapper-60.sh,0.002831,129
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_10.cnf,wrapper-60.sh,0.001912,129
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_17.cnf,wrapper-60.sh,0.005141,291
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_2.cnf,wrapper-60.sh,0.002151,45
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_19.cnf,wrapper-60.sh,0.003586,161
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_14.cnf,wrapper-60.sh,0.006119,396
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_14.cnf,wrapper-60.sh,0.003618,194
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_18.cnf,wrapper-60.sh,0.00168,48
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_2.cnf,wrapper-60.sh,0.008654,724
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_13.cnf,wrapper-60.sh,0.00285,224
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_7.cnf,wrapper-60.sh,0.003847,366
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_13.cnf,wrapper-60.sh,0.008025,550
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_11.cnf,wrapper-60.sh,0.006398,437
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_3.cnf,wrapper-60.sh,0.001945,328
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_18.cnf,wrapper-60.sh,0.005221,431
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_6.cnf,wrapper-60.sh,0.005291,188
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_20.cnf,wrapper-60.sh,0.00285,245
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_16.cnf,wrapper-60.sh,0.003642,323
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_18.cnf,wrapper-60.sh,0.00639,332
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_14.cnf,wrapper-60.sh,0.001951,32
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_15.cnf,wrapper-60.sh,0.002821,247
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_10.cnf,wrapper-60.sh,0.003163,268
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_43.cnf,wrapper-60.sh,0.005781,295
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_12.cnf,wrapper-60.sh,0.00193,114
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_11.cnf,wrapper-60.sh,0.005854,568
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_8.cnf,wrapper-60.sh,0.003078,147
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_8.cnf,wrapper-60.sh,0.008155,847
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_13.cnf,wrapper-60.sh,0.005298,499
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_0.cnf,wrapper-60.sh,0.00404,322
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_48.cnf,wrapper-60.sh,0.004627,290
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_11.cnf,wrapper-60.sh,0.003418,274
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_0.cnf,wrapper-60.sh,0.008295,702
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_38.cnf,wrapper-60.sh,0.004108,318
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_34.cnf,wrapper-60.sh,0.002856,255
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_27.cnf,wrapper-60.sh,0.00901,645
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_4.cnf,wrapper-60.sh,0.004215,472
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_40.cnf,wrapper-60.sh,0.003674,247
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_35.cnf,wrapper-60.sh,0.006304,722
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_9.cnf,wrapper-60.sh,0.001908,93
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_21.cnf,wrapper-60.sh,0.00404,285
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_31.cnf,wrapper-60.sh,0.008237,587
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_6.cnf,wrapper-60.sh,0.001771,90
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_0.cnf,wrapper-60.sh,0.002215,252
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_17.cnf,wrapper-60.sh,0.002578,147
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_20.cnf,wrapper-60.sh,0.004324,181
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_45.cnf,wrapper-60.sh,0.003726,79
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_15.cnf,wrapper-60.sh,0.004215,467
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_17.cnf,wrapper-60.sh,0.005114,313
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_26.cnf,wrapper-60.sh,0.003665,282
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_19.cnf,wrapper-60.sh,0.002317,263
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_5.cnf,wrapper-60.sh,0.003036,148
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_46.cnf,wrapper-60.sh,0.008766,743
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_17.cnf,wrapper-60.sh,0.002103,162
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_12.cnf,wrapper-60.sh,0.002202,238
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_30.cnf,wrapper-60.sh,0.004941,495
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_28.cnf,wrapper-60.sh,0.003966,314
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_10.cnf,wrapper-60.sh,0.002278,86
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_7.cnf,wrapper-60.sh,0.002797,209
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_23.cnf,wrapper-60.sh,0.002879,276
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_2.cnf,wrapper-60.sh,0.00626,682
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_7.cnf,wrapper-60.sh,0.001246,62
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_24.cnf,wrapper-60.sh,0.00389,399
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_19.cnf,wrapper-60.sh,0.002538,21
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_14.cnf,wrapper-60.sh,0.001758,61
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_47.cnf,wrapper-60.sh,0.003372,249
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_1.cnf,wrapper-60.sh,0.003116,317
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_9.cnf,wrapper-60.sh,0.006094,547
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_12.cnf,wrapper-60.sh,0.004277,314
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_3.cnf,wrapper-60.sh,0.002239,69
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_42.cnf,wrapper-60.sh,0.003674,316
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_4.cnf,wrapper-60.sh,0.001955,54
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_11.cnf,wrapper-60.sh,0.002924,257
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_19.cnf,wrapper-60.sh,0.003812,255
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_6.cnf,wrapper-60.sh,0.004469,222
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_18.cnf,wrapper-60.sh,0.003021,136
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_3.cnf,wrapper-60.sh,0.006134,556
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_8.cnf,wrapper-60.sh,0.002028,20
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_2.cnf,wrapper-60.sh,0.00469,427
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_10.cnf,wrapper-60.sh,0.003482,191
