formula,solver,runtime,conflicts
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_6.cnf,SWDiA5BY,0.004611,636
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_49.cnf,SWDiA5BY,0.004534,634
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_8.cnf,SWDiA5BY,0.003044,203
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_36.cnf,SWDiA5BY,0.002484,297
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_21.cnf,SWDiA5BY,0.004966,555
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_7.cnf,SWDiA5BY,0.004779,597
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_5.cnf,SWDiA5BY,0.001815,197
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_18.cnf,SWDiA5BY,0.002299,266
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_12.cnf,SWDiA5BY,0.002809,359
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_14.cnf,SWDiA5BY,0.006985,765
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_33.cnf,SWDiA5BY,0.003209,379
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_17.cnf,SWDiA5BY,0.000695,30
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_29.cnf,SWDiA5BY,0.00097,163
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_0.cnf,SWDiA5BY,0.000974,32
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_41.cnf,SWDiA5BY,0.00194,223
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_16.cnf,SWDiA5BY,0.001013,31
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_3.cnf,SWDiA5BY,0.004074,486
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_20.cnf,SWDiA5BY,0.004034,454
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_15.cnf,SWDiA5BY,0.001919,108
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_16.cnf,SWDiA5BY,0.004338,316
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_50.cnf,SWDiA5BY,0.003661,566
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_20.cnf,SWDiA5BY,0.006144,653
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_0.cnf,SWDiA5BY,0.002921,108
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_37.cnf,SWDiA5BY,0.006721,607
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_32.cnf,SWDiA5BY,0.001797,255
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_20.cnf,SWDiA5BY,0.001982,211
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_5.cnf,SWDiA5BY,0.004407,491
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_25.cnf,SWDiA5BY,0.003214,290
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_16.cnf,SWDiA5BY,0.002129,283
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_9.cnf,SWDiA5BY,0.004693,644
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_15.cnf,SWDiA5BY,0.003208,282
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_7.cnf,SWDiA5BY,0.002044,281
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_16.cnf,SWDiA5BY,0.003058,363
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_19.cnf,SWDiA5BY,0.002974,314
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_10.cnf,SWDiA5BY,0.001371,133
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_17.cnf,SWDiA5BY,0.004013,409
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_2.cnf,SWDiA5BY,0.001186,81
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_19.cnf,SWDiA5BY,0.004638,705
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_14.cnf,SWDiA5BY,0.002033,231
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_14.cnf,SWDiA5BY,0.002807,149
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_18.cnf,SWDiA5BY,0.002484,57
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_2.cnf,SWDiA5BY,0.008333,899
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_13.cnf,SWDiA5BY,0.001788,113
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_7.cnf,SWDiA5BY,0.007984,787
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_13.cnf,SWDiA5BY,0.00534,768
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_11.cnf,SWDiA5BY,0.002972,334
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_3.cnf,SWDiA5BY,0.004115,602
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_18.cnf,SWDiA5BY,0.004127,622
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_6.cnf,SWDiA5BY,0.004153,595
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_20.cnf,SWDiA5BY,0.004164,518
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_16.cnf,SWDiA5BY,0.001263,76
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_18.cnf,SWDiA5BY,0.000945,180
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_14.cnf,SWDiA5BY,0.001968,21
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_15.cnf,SWDiA5BY,0.002533,300
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_10.cnf,SWDiA5BY,0.001823,320
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_43.cnf,SWDiA5BY,0.003115,239
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_12.cnf,SWDiA5BY,0.002894,269
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_11.cnf,SWDiA5BY,0.00702,872
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_8.cnf,SWDiA5BY,0.003323,331
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_8.cnf,SWDiA5BY,0.002872,313
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_13.cnf,SWDiA5BY,0.009429,847
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_0.cnf,SWDiA5BY,0.003577,458
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_48.cnf,SWDiA5BY,0.005695,738
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_11.cnf,SWDiA5BY,0.001951,185
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_0.cnf,SWDiA5BY,0.007427,955
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_38.cnf,SWDiA5BY,0.004594,728
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_34.cnf,SWDiA5BY,0.003156,573
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_27.cnf,SWDiA5BY,0.001917,170
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_4.cnf,SWDiA5BY,0.001826,283
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_40.cnf,SWDiA5BY,0.004449,322
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_35.cnf,SWDiA5BY,0.005544,674
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_9.cnf,SWDiA5BY,0.001333,106
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_21.cnf,SWDiA5BY,0.004044,663
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_31.cnf,SWDiA5BY,0.003019,399
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_6.cnf,SWDiA5BY,0.000826,63
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_0.cnf,SWDiA5BY,0.005332,428
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_17.cnf,SWDiA5BY,0.003213,301
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_20.cnf,SWDiA5BY,0.004475,470
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_45.cnf,SWDiA5BY,0.001941,122
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_15.cnf,SWDiA5BY,0.002153,226
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_17.cnf,SWDiA5BY,0.003313,436
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_26.cnf,SWDiA5BY,0.002769,340
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_19.cnf,SWDiA5BY,0.002636,376
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_5.cnf,SWDiA5BY,0.002087,221
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_46.cnf,SWDiA5BY,0.002681,293
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_17.cnf,SWDiA5BY,0.003433,501
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_12.cnf,SWDiA5BY,0.006778,1088
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_30.cnf,SWDiA5BY,0.003142,419
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_28.cnf,SWDiA5BY,0.005613,620
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_10.cnf,SWDiA5BY,0.00118,92
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_7.cnf,SWDiA5BY,0.002621,289
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_23.cnf,SWDiA5BY,0.001458,191
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_2.cnf,SWDiA5BY,0.001885,163
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_7.cnf,SWDiA5BY,0.001075,146
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_24.cnf,SWDiA5BY,0.002817,328
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_19.cnf,SWDiA5BY,0.002178,20
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_14.cnf,SWDiA5BY,0.000881,96
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_47.cnf,SWDiA5BY,0.004926,620
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_1.cnf,SWDiA5BY,0.001047,85
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_9.cnf,SWDiA5BY,0.003896,512
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_12.cnf,SWDiA5BY,0.001815,145
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_3.cnf,SWDiA5BY,0.001599,85
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_42.cnf,SWDiA5BY,0.001356,154
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_4.cnf,SWDiA5BY,0.001172,87
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_11.cnf,SWDiA5BY,0.001944,194
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_19.cnf,SWDiA5BY,0.006471,749
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_6.cnf,SWDiA5BY,0.005498,586
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_18.cnf,SWDiA5BY,0.000814,92
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_3.cnf,SWDiA5BY,0.008183,944
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_8.cnf,SWDiA5BY,0.00197,20
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_2.cnf,SWDiA5BY,0.002015,362
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_10.cnf,SWDiA5BY,0.002464,319
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_15.cnf,SWDiA5BY,0.000787,1
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_4.cnf,SWDiA5BY,0.002402,321
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_8.cnf,SWDiA5BY,0.003023,368
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_4.cnf,SWDiA5BY,0.003706,435
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_13.cnf,COMiniSatPS-0,0.002929,223
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_9.cnf,COMiniSatPS-0,0.0,68
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_5.cnf,COMiniSatPS-0,0.002933,417
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_4.cnf,COMiniSatPS-0,0.000857,31
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_1.cnf,COMiniSatPS-0,0.000759,141
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_12.cnf,COMiniSatPS-0,0.001027,111
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_10.cnf,COMiniSatPS-0,0.0,14
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_2.cnf,COMiniSatPS-0,0.001099,90
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_22.cnf,COMiniSatPS-0,0.001994,203
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_3.cnf,COMiniSatPS-0,0.001096,60
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_1.cnf,COMiniSatPS-0,0.001793,150
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_44.cnf,COMiniSatPS-0,0.001553,195
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_9.cnf,COMiniSatPS-0,0.000783,96
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_39.cnf,COMiniSatPS-0,0.002314,305
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_13.cnf,COMiniSatPS-0,0.003561,466
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_1.cnf,COMiniSatPS-0,0.00294,559
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_11.cnf,COMiniSatPS-0,0.0,39
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_1.cnf,COMiniSatPS-0,0.000814,155
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_5.cnf,COMiniSatPS-0,0.002881,377
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_6.cnf,COMiniSatPS-0,0.003682,349
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_6.cnf,COMiniSatPS-0,0.0036,536
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_49.cnf,COMiniSatPS-0,0.002805,466
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_8.cnf,COMiniSatPS-0,0.001301,183
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_36.cnf,COMiniSatPS-0,0.003974,402
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_21.cnf,COMiniSatPS-0,0.005034,705
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_7.cnf,COMiniSatPS-0,0.003883,509
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_5.cnf,COMiniSatPS-0,0.00267,199
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_18.cnf,COMiniSatPS-0,0.001366,194
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_12.cnf,COMiniSatPS-0,0.00513,582
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_14.cnf,COMiniSatPS-0,0.007253,1001
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_33.cnf,COMiniSatPS-0,0.003335,320
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_17.cnf,COMiniSatPS-0,0.000766,36
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_29.cnf,COMiniSatPS-0,0.000765,153
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_0.cnf,COMiniSatPS-0,0.0,38
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_41.cnf,COMiniSatPS-0,0.002125,290
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_16.cnf,COMiniSatPS-0,0.0,38
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_3.cnf,COMiniSatPS-0,0.002639,371
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_20.cnf,COMiniSatPS-0,0.004555,501
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_15.cnf,COMiniSatPS-0,0.000948,167
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_16.cnf,COMiniSatPS-0,0.001937,303
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_50.cnf,COMiniSatPS-0,0.003066,453
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_20.cnf,COMiniSatPS-0,0.006284,702
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_0.cnf,COMiniSatPS-0,0.000781,91
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_37.cnf,COMiniSatPS-0,0.002462,372
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_32.cnf,COMiniSatPS-0,0.001629,168
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_20.cnf,COMiniSatPS-0,0.000783,148
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_5.cnf,COMiniSatPS-0,0.001879,378
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_25.cnf,COMiniSatPS-0,0.001209,172
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_16.cnf,COMiniSatPS-0,0.003445,322
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_9.cnf,COMiniSatPS-0,0.005068,668
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_15.cnf,COMiniSatPS-0,0.001169,139
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_7.cnf,COMiniSatPS-0,0.001587,280
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_16.cnf,COMiniSatPS-0,0.001917,381
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_19.cnf,COMiniSatPS-0,0.002797,274
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_10.cnf,COMiniSatPS-0,0.000682,62
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_17.cnf,COMiniSatPS-0,0.002455,292
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_2.cnf,COMiniSatPS-0,0.002592,148
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_19.cnf,COMiniSatPS-0,0.006255,760
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_14.cnf,COMiniSatPS-0,0.001957,221
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_14.cnf,COMiniSatPS-0,0.000798,137
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_18.cnf,COMiniSatPS-0,0.0,35
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_2.cnf,COMiniSatPS-0,0.005994,645
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_13.cnf,COMiniSatPS-0,0.001161,138
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_7.cnf,COMiniSatPS-0,0.002794,362
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_13.cnf,COMiniSatPS-0,0.003659,634
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_11.cnf,COMiniSatPS-0,0.001679,414
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_3.cnf,COMiniSatPS-0,0.003016,428
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_18.cnf,COMiniSatPS-0,0.00198,422
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_6.cnf,COMiniSatPS-0,0.00542,598
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_20.cnf,COMiniSatPS-0,0.00469,629
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_16.cnf,COMiniSatPS-0,0.000912,76
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_18.cnf,COMiniSatPS-0,0.001713,275
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_14.cnf,COMiniSatPS-0,0.0,21
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_15.cnf,COMiniSatPS-0,0.002645,256
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_10.cnf,COMiniSatPS-0,0.00307,351
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_43.cnf,COMiniSatPS-0,0.001108,135
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_12.cnf,COMiniSatPS-0,0.001245,198
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_11.cnf,COMiniSatPS-0,0.005404,591
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_8.cnf,COMiniSatPS-0,0.002088,274
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_8.cnf,COMiniSatPS-0,0.002862,366
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_13.cnf,COMiniSatPS-0,0.002636,389
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_0.cnf,COMiniSatPS-0,0.002802,494
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_48.cnf,COMiniSatPS-0,0.003076,418
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_11.cnf,COMiniSatPS-0,0.000865,189
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_0.cnf,COMiniSatPS-0,0.005454,749
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_38.cnf,COMiniSatPS-0,0.005353,720
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_34.cnf,COMiniSatPS-0,0.000743,18
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_27.cnf,COMiniSatPS-0,0.00081,156
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_4.cnf,COMiniSatPS-0,0.003599,530
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_40.cnf,COMiniSatPS-0,0.003275,280
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_35.cnf,COMiniSatPS-0,0.003629,491
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_9.cnf,COMiniSatPS-0,0.0,92
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_21.cnf,COMiniSatPS-0,0.004554,477
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_31.cnf,COMiniSatPS-0,0.002626,311
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_6.cnf,COMiniSatPS-0,0.0,34
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_0.cnf,COMiniSatPS-0,0.00272,379
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_17.cnf,COMiniSatPS-0,0.002519,293
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_20.cnf,COMiniSatPS-0,0.001047,268
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_45.cnf,COMiniSatPS-0,0.0,102
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_15.cnf,COMiniSatPS-0,0.002617,348
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_17.cnf,COMiniSatPS-0,0.001901,390
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_26.cnf,COMiniSatPS-0,0.002984,401
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_19.cnf,COMiniSatPS-0,0.002615,365
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_5.cnf,COMiniSatPS-0,0.001322,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_46.cnf,COMiniSatPS-0,0.001638,223
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_17.cnf,COMiniSatPS-0,0.00444,507
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_12.cnf,COMiniSatPS-0,0.005393,620
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_30.cnf,COMiniSatPS-0,0.00198,249
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_28.cnf,COMiniSatPS-0,0.00339,510
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_10.cnf,COMiniSatPS-0,0.001937,80
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_7.cnf,COMiniSatPS-0,0.001846,359
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_23.cnf,COMiniSatPS-0,0.002421,171
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_2.cnf,COMiniSatPS-0,0.002103,262
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_7.cnf,COMiniSatPS-0,0.001125,123
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_24.cnf,COMiniSatPS-0,0.00225,321
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_19.cnf,COMiniSatPS-0,0.000825,8
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_14.cnf,COMiniSatPS-0,0.001076,117
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_47.cnf,COMiniSatPS-0,0.004001,548
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_1.cnf,COMiniSatPS-0,0.000786,154
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_9.cnf,COMiniSatPS-0,0.004035,563
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_12.cnf,COMiniSatPS-0,0.000897,198
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_3.cnf,COMiniSatPS-0,0.001334,67
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_42.cnf,COMiniSatPS-0,0.001189,163
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_4.cnf,COMiniSatPS-0,0.00095,63
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_11.cnf,COMiniSatPS-0,0.000877,205
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_19.cnf,COMiniSatPS-0,0.002345,322
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_6.cnf,COMiniSatPS-0,0.003057,399
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_18.cnf,COMiniSatPS-0,0.001046,99
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_3.cnf,COMiniSatPS-0,0.006107,861
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_8.cnf,COMiniSatPS-0,0.0,17
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_2.cnf,COMiniSatPS-0,0.002244,307
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_10.cnf,COMiniSatPS-0,0.00284,221
