formula,solver,runtime,conflicts,entropy,num sols
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_14.cnf,wrapper-base.sh,0.005163,425,0.068,336
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_14.cnf,wrapper-base.sh,0.003871,106,0.182,363412
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_18.cnf,wrapper-base.sh,0.003348,46,0.25,210950
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_2.cnf,wrapper-base.sh,0.00606,676,0.094,76
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_13.cnf,wrapper-base.sh,0.001794,68,0.196,29880
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_7.cnf,wrapper-base.sh,0.003591,280,0.246,14208
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_13.cnf,wrapper-base.sh,0.002683,203,0.109,7296
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_11.cnf,wrapper-base.sh,0.004331,345,0.172,1610
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_3.cnf,wrapper-base.sh,0.002025,352,0.104,3648
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_18.cnf,wrapper-base.sh,0.002694,215,0.062,360
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_6.cnf,wrapper-base.sh,0.004358,202,0.075,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_20.cnf,wrapper-base.sh,0.00272,317,0.072,702
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_16.cnf,wrapper-base.sh,0.005297,625,0.142,3980
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_18.cnf,wrapper-base.sh,0.001713,151,0.164,234504
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_14.cnf,wrapper-base.sh,0.001768,25,0.266,23488
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_15.cnf,wrapper-base.sh,0.003727,222,0.126,37536
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_10.cnf,wrapper-base.sh,0.002148,315,0.066,192
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_43.cnf,wrapper-base.sh,0.002528,190,0.074,416
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_12.cnf,wrapper-base.sh,0.003327,209,0.324,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_11.cnf,wrapper-base.sh,0.004971,584,0.12,16194
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_8.cnf,wrapper-base.sh,0.004978,491,0.102,2872
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_8.cnf,wrapper-base.sh,0.00329,248,0.072,336
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_13.cnf,wrapper-base.sh,0.00866,930,0.065,264
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_0.cnf,wrapper-base.sh,0.003786,342,0.092,3364
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_48.cnf,wrapper-base.sh,0.002475,178,0.058,220
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_11.cnf,wrapper-base.sh,0.003431,379,0.262,1960
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_0.cnf,wrapper-base.sh,0.004067,450,0.15,15168
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_38.cnf,wrapper-base.sh,0.002245,291,0.06,112
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_34.cnf,wrapper-base.sh,0.004634,498,0.07,432
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_27.cnf,wrapper-base.sh,0.005671,538,0.072,416
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_4.cnf,wrapper-base.sh,0.006063,460,0.178,1224
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_40.cnf,wrapper-base.sh,0.003805,222,0.06,200
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_35.cnf,wrapper-base.sh,0.005211,455,0.082,448
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_9.cnf,wrapper-base.sh,0.001906,97,0.276,146300
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_21.cnf,wrapper-base.sh,0.001009,140,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_31.cnf,wrapper-base.sh,0.004631,474,0.072,352
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_6.cnf,wrapper-base.sh,0.003859,91,0.184,46708
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_0.cnf,wrapper-base.sh,0.008464,734,0.078,384
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_17.cnf,wrapper-base.sh,0.001951,118,0.176,367412
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_20.cnf,wrapper-base.sh,0.00457,434,0.174,87030
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_45.cnf,wrapper-base.sh,0.004567,234,0.09,768
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_15.cnf,wrapper-base.sh,0.001899,187,0.184,1318
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_17.cnf,wrapper-base.sh,0.004727,273,0.055,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_26.cnf,wrapper-base.sh,0.003404,311,0.06,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_19.cnf,wrapper-base.sh,0.003961,253,0.316,232
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_5.cnf,wrapper-base.sh,0.002755,214,0.218,118754
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_46.cnf,wrapper-base.sh,0.006379,472,0.069,304
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_17.cnf,wrapper-base.sh,0.001836,191,0.136,140120
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_12.cnf,wrapper-base.sh,0.006431,341,0.06,170
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_30.cnf,wrapper-base.sh,0.001905,172,0.062,240
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_28.cnf,wrapper-base.sh,0.003932,407,0.072,304
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_10.cnf,wrapper-base.sh,0.002237,109,0.184,505866
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_7.cnf,wrapper-base.sh,0.002617,161,0.274,140434
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_23.cnf,wrapper-base.sh,0.005494,507,0.066,192
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_2.cnf,wrapper-base.sh,0.010925,1149,0.056,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_7.cnf,wrapper-base.sh,0.001978,69,0.066,168
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_24.cnf,wrapper-base.sh,0.001792,115,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_19.cnf,wrapper-base.sh,0.001938,20,0.404,105288
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_14.cnf,wrapper-base.sh,0.002462,145,0.152,246310
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_47.cnf,wrapper-base.sh,0.003049,320,0.062,128
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_1.cnf,wrapper-base.sh,0.003059,227,0.365,1476
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_9.cnf,wrapper-base.sh,0.004405,283,0.118,5856
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_12.cnf,wrapper-base.sh,0.002742,193,0.256,80546
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_3.cnf,wrapper-base.sh,0.001002,68,0.146,132156
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_42.cnf,wrapper-base.sh,0.002998,104,0.055,104
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_4.cnf,wrapper-base.sh,0.006455,697,0.11,14532
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_11.cnf,wrapper-base.sh,0.002091,161,0.048,32
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_19.cnf,wrapper-base.sh,0.005178,182,0.058,156
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_6.cnf,wrapper-base.sh,0.00511,559,0.15,65868
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_18.cnf,wrapper-base.sh,0.002889,216,0.139,6336
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_3.cnf,wrapper-base.sh,0.006157,594,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_8.cnf,wrapper-base.sh,0.000719,19,0.266,37176
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_2.cnf,wrapper-base.sh,0.003849,143,0.104,14250
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_10.cnf,wrapper-base.sh,0.002606,179,0.138,7400
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_15.cnf,wrapper-base.sh,0.00092,1,0.248,93675
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_4.cnf,wrapper-base.sh,0.002842,242,0.232,1892
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_8.cnf,wrapper-base.sh,0.002102,184,0.256,1768
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_4.cnf,wrapper-base.sh,0.004119,274,0.072,336
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_13.cnf,wrapper-60.sh,0.003787,491,0.128,2620
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_9.cnf,wrapper-60.sh,0.004191,351,0.236,3968
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_5.cnf,wrapper-60.sh,0.002244,115,0.14,23752
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_4.cnf,wrapper-60.sh,0.001737,50,0.266,160271
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_1.cnf,wrapper-60.sh,0.003677,332,0.096,1224
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_12.cnf,wrapper-60.sh,0.003171,262,0.126,53280
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_10.cnf,wrapper-60.sh,0.002454,28,0.158,15052
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_2.cnf,wrapper-60.sh,0.002724,250,0.184,148844
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_22.cnf,wrapper-60.sh,0.001763,154,0.066,176
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_3.cnf,wrapper-60.sh,0.001929,82,0.14,8288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_1.cnf,wrapper-60.sh,0.002344,84,0.09,4828
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_44.cnf,wrapper-60.sh,0.002032,150,0.062,240
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_9.cnf,wrapper-60.sh,0.002896,75,0.142,5052
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_39.cnf,wrapper-60.sh,0.006744,721,0.047,54
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_13.cnf,wrapper-60.sh,0.004971,405,0.166,15443
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_1.cnf,wrapper-60.sh,0.003734,74,0.066,240
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_11.cnf,wrapper-60.sh,0.001992,23,0.29,144106
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_1.cnf,wrapper-60.sh,0.00379,374,0.2,11408
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_5.cnf,wrapper-60.sh,0.002369,239,0.076,392
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_6.cnf,wrapper-60.sh,0.004371,234,0.378,2864
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_6.cnf,wrapper-60.sh,0.004005,106,0.126,60256
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_49.cnf,wrapper-60.sh,0.009922,855,0.06,324
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_8.cnf,wrapper-60.sh,0.002549,132,0.128,50
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_36.cnf,wrapper-60.sh,0.004376,449,0.063,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_21.cnf,wrapper-60.sh,0.002578,153,0.108,386
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_7.cnf,wrapper-60.sh,0.003534,237,0.11,6336
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_5.cnf,wrapper-60.sh,0.003392,226,0.18,5696
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_18.cnf,wrapper-60.sh,0.002954,400,0.128,16468
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_12.cnf,wrapper-60.sh,0.006231,414,0.092,5624
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_14.cnf,wrapper-60.sh,0.002376,111,0.112,39484
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_33.cnf,wrapper-60.sh,0.005088,510,0.058,244
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_17.cnf,wrapper-60.sh,0.001024,36,0.18,6988
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_29.cnf,wrapper-60.sh,0.000955,81,0.06,168
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_0.cnf,wrapper-60.sh,0.00255,68,0.248,214200
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_41.cnf,wrapper-60.sh,0.005047,326,0.07,432
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_16.cnf,wrapper-60.sh,0.001643,40,0.21,167770
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_3.cnf,wrapper-60.sh,0.003396,234,0.348,4072
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_20.cnf,wrapper-60.sh,0.002007,140,0.054,210
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_15.cnf,wrapper-60.sh,0.004811,504,0.116,3592
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_16.cnf,wrapper-60.sh,0.005582,338,0.14,168670
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_50.cnf,wrapper-60.sh,0.004393,216,0.054,140
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_20.cnf,wrapper-60.sh,0.001972,115,0.14,70172
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_0.cnf,wrapper-60.sh,0.002931,101,0.152,12910
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_37.cnf,wrapper-60.sh,0.002834,266,0.064,120
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_32.cnf,wrapper-60.sh,0.002196,126,0.068,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_20.cnf,wrapper-60.sh,0.002463,178,0.21,129184
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_5.cnf,wrapper-60.sh,0.004894,419,0.172,73118
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_25.cnf,wrapper-60.sh,0.004966,515,0.078,384
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_16.cnf,wrapper-60.sh,0.00212,157,0.096,4744
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_9.cnf,wrapper-60.sh,0.004148,288,0.074,504
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_15.cnf,wrapper-60.sh,0.006894,676,0.062,264
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_7.cnf,wrapper-60.sh,0.005896,608,0.124,36626
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_16.cnf,wrapper-60.sh,0.003694,586,0.064,360
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_19.cnf,wrapper-60.sh,0.002831,129,0.106,3872
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_10.cnf,wrapper-60.sh,0.001912,129,0.292,148068
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_17.cnf,wrapper-60.sh,0.005141,291,0.098,8056
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_2.cnf,wrapper-60.sh,0.002151,45,0.14,4432
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_19.cnf,wrapper-60.sh,0.003586,161,0.108,17568
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_14.cnf,wrapper-60.sh,0.006119,396,0.068,336
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_14.cnf,wrapper-60.sh,0.003618,194,0.182,363412
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_18.cnf,wrapper-60.sh,0.00168,48,0.25,210950
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_2.cnf,wrapper-60.sh,0.008654,724,0.094,76
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_13.cnf,wrapper-60.sh,0.00285,224,0.196,29880
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_7.cnf,wrapper-60.sh,0.003847,366,0.246,14208
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_13.cnf,wrapper-60.sh,0.008025,550,0.109,7296
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_11.cnf,wrapper-60.sh,0.006398,437,0.172,1610
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_3.cnf,wrapper-60.sh,0.001945,328,0.104,3648
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_18.cnf,wrapper-60.sh,0.005221,431,0.062,360
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_6.cnf,wrapper-60.sh,0.005291,188,0.075,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_20.cnf,wrapper-60.sh,0.00285,245,0.072,702
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_16.cnf,wrapper-60.sh,0.003642,323,0.142,3980
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_18.cnf,wrapper-60.sh,0.00639,332,0.164,234504
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_14.cnf,wrapper-60.sh,0.001951,32,0.266,23488
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_15.cnf,wrapper-60.sh,0.002821,247,0.126,37536
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_10.cnf,wrapper-60.sh,0.003163,268,0.066,192
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_43.cnf,wrapper-60.sh,0.005781,295,0.074,416
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_12.cnf,wrapper-60.sh,0.00193,114,0.324,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_11.cnf,wrapper-60.sh,0.005854,568,0.12,16194
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_8.cnf,wrapper-60.sh,0.003078,147,0.102,2872
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_8.cnf,wrapper-60.sh,0.008155,847,0.072,336
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_13.cnf,wrapper-60.sh,0.005298,499,0.065,264
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_0.cnf,wrapper-60.sh,0.00404,322,0.092,3364
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_48.cnf,wrapper-60.sh,0.004627,290,0.058,220
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_11.cnf,wrapper-60.sh,0.003418,274,0.262,1960
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_0.cnf,wrapper-60.sh,0.008295,702,0.15,15168
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_38.cnf,wrapper-60.sh,0.004108,318,0.06,112
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_34.cnf,wrapper-60.sh,0.002856,255,0.07,432
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_27.cnf,wrapper-60.sh,0.00901,645,0.072,416
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_4.cnf,wrapper-60.sh,0.004215,472,0.178,1224
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_40.cnf,wrapper-60.sh,0.003674,247,0.06,200
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_35.cnf,wrapper-60.sh,0.006304,722,0.082,448
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_9.cnf,wrapper-60.sh,0.001908,93,0.276,146300
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_21.cnf,wrapper-60.sh,0.00404,285,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_31.cnf,wrapper-60.sh,0.008237,587,0.072,352
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_6.cnf,wrapper-60.sh,0.001771,90,0.184,46708
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_0.cnf,wrapper-60.sh,0.002215,252,0.078,384
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_17.cnf,wrapper-60.sh,0.002578,147,0.176,367412
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_20.cnf,wrapper-60.sh,0.004324,181,0.174,87030
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_45.cnf,wrapper-60.sh,0.003726,79,0.09,768
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_15.cnf,wrapper-60.sh,0.004215,467,0.184,1318
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_17.cnf,wrapper-60.sh,0.005114,313,0.055,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_26.cnf,wrapper-60.sh,0.003665,282,0.06,288
