formula,solver,runtime,conflicts,entropy,num sols
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_0.cnf,wrapper-glucose.sh,0.003054,511,0.078,384
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_17.cnf,wrapper-glucose.sh,0.002606,294,0.176,367412
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_20.cnf,wrapper-glucose.sh,0.004189,354,0.174,87030
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_45.cnf,wrapper-glucose.sh,0.001559,117,0.09,768
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_15.cnf,wrapper-glucose.sh,0.003523,278,0.184,1318
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_17.cnf,wrapper-glucose.sh,0.002397,334,0.055,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_26.cnf,wrapper-glucose.sh,0.003684,334,0.06,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_19.cnf,wrapper-glucose.sh,0.003597,322,0.316,232
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_5.cnf,wrapper-glucose.sh,0.002637,164,0.218,118754
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_46.cnf,wrapper-glucose.sh,0.004365,430,0.069,304
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_17.cnf,wrapper-glucose.sh,0.003697,418,0.136,140120
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_12.cnf,wrapper-glucose.sh,0.006849,803,0.06,170
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_30.cnf,wrapper-glucose.sh,0.003969,311,0.062,240
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_28.cnf,wrapper-glucose.sh,0.003655,317,0.072,304
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_10.cnf,wrapper-glucose.sh,0.002841,136,0.184,505866
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_7.cnf,wrapper-glucose.sh,0.004969,255,0.274,140434
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_23.cnf,wrapper-glucose.sh,0.003604,348,0.066,192
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_2.cnf,wrapper-glucose.sh,0.002976,165,0.056,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_7.cnf,wrapper-glucose.sh,0.003031,69,0.066,168
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_24.cnf,wrapper-glucose.sh,0.002847,237,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_19.cnf,wrapper-glucose.sh,0.001027,20,0.404,105288
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_14.cnf,wrapper-glucose.sh,0.002056,104,0.152,246310
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_47.cnf,wrapper-glucose.sh,0.006123,718,0.062,128
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_1.cnf,wrapper-glucose.sh,0.002944,139,0.365,1476
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_9.cnf,wrapper-glucose.sh,0.004954,439,0.118,5856
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_12.cnf,wrapper-glucose.sh,0.003993,165,0.256,80546
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_3.cnf,wrapper-glucose.sh,0.001954,68,0.146,132156
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_42.cnf,wrapper-glucose.sh,0.003724,157,0.055,104
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_4.cnf,wrapper-glucose.sh,0.001927,108,0.11,14532
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_11.cnf,wrapper-glucose.sh,0.003863,231,0.048,32
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_19.cnf,wrapper-glucose.sh,0.006261,573,0.058,156
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_6.cnf,wrapper-glucose.sh,0.005036,422,0.15,65868
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_18.cnf,wrapper-glucose.sh,0.002852,107,0.139,6336
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_3.cnf,wrapper-glucose.sh,0.010025,895,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_8.cnf,wrapper-glucose.sh,0.001212,19,0.266,37176
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_2.cnf,wrapper-glucose.sh,0.00281,367,0.104,14250
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_10.cnf,wrapper-glucose.sh,0.002824,219,0.138,7400
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_15.cnf,wrapper-glucose.sh,0.001896,1,0.248,93675
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_4.cnf,wrapper-glucose.sh,0.004152,230,0.232,1892
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_8.cnf,wrapper-glucose.sh,0.003827,398,0.256,1768
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_4.cnf,wrapper-glucose.sh,0.00622,424,0.072,336
