formula,solver,runtime,conflicts,entropy,num sols
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_14.cnf,SWDiA5BY,0.002807,149,0.182,363412
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_18.cnf,SWDiA5BY,0.002484,57,0.25,210950
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_2.cnf,SWDiA5BY,0.008333,899,0.094,76
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_13.cnf,SWDiA5BY,0.001788,113,0.196,29880
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_7.cnf,SWDiA5BY,0.007984,787,0.246,14208
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_13.cnf,SWDiA5BY,0.00534,768,0.109,7296
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_11.cnf,SWDiA5BY,0.002972,334,0.172,1610
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_3.cnf,SWDiA5BY,0.004115,602,0.104,3648
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_18.cnf,SWDiA5BY,0.004127,622,0.062,360
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_6.cnf,SWDiA5BY,0.004153,595,0.075,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_20.cnf,SWDiA5BY,0.004164,518,0.072,702
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_16.cnf,SWDiA5BY,0.001263,76,0.142,3980
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_18.cnf,SWDiA5BY,0.000945,180,0.164,234504
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_14.cnf,SWDiA5BY,0.001968,21,0.266,23488
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_15.cnf,SWDiA5BY,0.002533,300,0.126,37536
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_10.cnf,SWDiA5BY,0.001823,320,0.066,192
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_43.cnf,SWDiA5BY,0.003115,239,0.074,416
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_12.cnf,SWDiA5BY,0.002894,269,0.324,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_11.cnf,SWDiA5BY,0.00702,872,0.12,16194
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_8.cnf,SWDiA5BY,0.003323,331,0.102,2872
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_8.cnf,SWDiA5BY,0.002872,313,0.072,336
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_13.cnf,SWDiA5BY,0.009429,847,0.065,264
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_0.cnf,SWDiA5BY,0.003577,458,0.092,3364
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_48.cnf,SWDiA5BY,0.005695,738,0.058,220
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_11.cnf,SWDiA5BY,0.001951,185,0.262,1960
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_0.cnf,SWDiA5BY,0.007427,955,0.15,15168
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_38.cnf,SWDiA5BY,0.004594,728,0.06,112
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_34.cnf,SWDiA5BY,0.003156,573,0.07,432
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_27.cnf,SWDiA5BY,0.001917,170,0.072,416
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_4.cnf,SWDiA5BY,0.001826,283,0.178,1224
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_40.cnf,SWDiA5BY,0.004449,322,0.06,200
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_35.cnf,SWDiA5BY,0.005544,674,0.082,448
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_9.cnf,SWDiA5BY,0.001333,106,0.276,146300
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_21.cnf,SWDiA5BY,0.004044,663,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_31.cnf,SWDiA5BY,0.003019,399,0.072,352
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_6.cnf,SWDiA5BY,0.000826,63,0.184,46708
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_0.cnf,SWDiA5BY,0.005332,428,0.078,384
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_17.cnf,SWDiA5BY,0.003213,301,0.176,367412
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_20.cnf,SWDiA5BY,0.004475,470,0.174,87030
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_45.cnf,SWDiA5BY,0.001941,122,0.09,768
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_15.cnf,SWDiA5BY,0.002153,226,0.184,1318
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_17.cnf,SWDiA5BY,0.003313,436,0.055,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_26.cnf,SWDiA5BY,0.002769,340,0.06,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_19.cnf,SWDiA5BY,0.002636,376,0.316,232
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_5.cnf,SWDiA5BY,0.002087,221,0.218,118754
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_46.cnf,SWDiA5BY,0.002681,293,0.069,304
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_17.cnf,SWDiA5BY,0.003433,501,0.136,140120
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_12.cnf,SWDiA5BY,0.006778,1088,0.06,170
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_30.cnf,SWDiA5BY,0.003142,419,0.062,240
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_28.cnf,SWDiA5BY,0.005613,620,0.072,304
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_10.cnf,SWDiA5BY,0.00118,92,0.184,505866
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_7.cnf,SWDiA5BY,0.002621,289,0.274,140434
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_23.cnf,SWDiA5BY,0.001458,191,0.066,192
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_2.cnf,SWDiA5BY,0.001885,163,0.056,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_7.cnf,SWDiA5BY,0.001075,146,0.066,168
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_24.cnf,SWDiA5BY,0.002817,328,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_19.cnf,SWDiA5BY,0.002178,20,0.404,105288
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_14.cnf,SWDiA5BY,0.000881,96,0.152,246310
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_47.cnf,SWDiA5BY,0.004926,620,0.062,128
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_1.cnf,SWDiA5BY,0.001047,85,0.365,1476
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_9.cnf,SWDiA5BY,0.003896,512,0.118,5856
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_12.cnf,SWDiA5BY,0.001815,145,0.256,80546
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_3.cnf,SWDiA5BY,0.001599,85,0.146,132156
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_42.cnf,SWDiA5BY,0.001356,154,0.055,104
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_4.cnf,SWDiA5BY,0.001172,87,0.11,14532
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_11.cnf,SWDiA5BY,0.001944,194,0.048,32
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_19.cnf,SWDiA5BY,0.006471,749,0.058,156
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_6.cnf,SWDiA5BY,0.005498,586,0.15,65868
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_18.cnf,SWDiA5BY,0.000814,92,0.139,6336
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_3.cnf,SWDiA5BY,0.008183,944,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_8.cnf,SWDiA5BY,0.00197,20,0.266,37176
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_2.cnf,SWDiA5BY,0.002015,362,0.104,14250
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_10.cnf,SWDiA5BY,0.002464,319,0.138,7400
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_15.cnf,SWDiA5BY,0.000787,1,0.248,93675
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_4.cnf,SWDiA5BY,0.002402,321,0.232,1892
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_8.cnf,SWDiA5BY,0.003023,368,0.256,1768
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_4.cnf,SWDiA5BY,0.003706,435,0.072,336
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_13.cnf,COMiniSatPS-0,0.002929,223,0.128,2620
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_9.cnf,COMiniSatPS-0,0.0,68,0.236,3968
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_5.cnf,COMiniSatPS-0,0.002933,417,0.14,23752
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_4.cnf,COMiniSatPS-0,0.000857,31,0.266,160271
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_1.cnf,COMiniSatPS-0,0.000759,141,0.096,1224
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_12.cnf,COMiniSatPS-0,0.001027,111,0.126,53280
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_10.cnf,COMiniSatPS-0,0.0,14,0.158,15052
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_2.cnf,COMiniSatPS-0,0.001099,90,0.184,148844
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_22.cnf,COMiniSatPS-0,0.001994,203,0.066,176
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_3.cnf,COMiniSatPS-0,0.001096,60,0.14,8288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_1.cnf,COMiniSatPS-0,0.001793,150,0.09,4828
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_44.cnf,COMiniSatPS-0,0.001553,195,0.062,240
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_9.cnf,COMiniSatPS-0,0.000783,96,0.142,5052
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_39.cnf,COMiniSatPS-0,0.002314,305,0.047,54
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_13.cnf,COMiniSatPS-0,0.003561,466,0.166,15443
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_1.cnf,COMiniSatPS-0,0.00294,559,0.066,240
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_11.cnf,COMiniSatPS-0,0.0,39,0.29,144106
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_1.cnf,COMiniSatPS-0,0.000814,155,0.2,11408
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_5.cnf,COMiniSatPS-0,0.002881,377,0.076,392
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_6.cnf,COMiniSatPS-0,0.003682,349,0.378,2864
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_6.cnf,COMiniSatPS-0,0.0036,536,0.126,60256
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_49.cnf,COMiniSatPS-0,0.002805,466,0.06,324
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_8.cnf,COMiniSatPS-0,0.001301,183,0.128,50
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_36.cnf,COMiniSatPS-0,0.003974,402,0.063,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_21.cnf,COMiniSatPS-0,0.005034,705,0.108,386
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_7.cnf,COMiniSatPS-0,0.003883,509,0.11,6336
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_5.cnf,COMiniSatPS-0,0.00267,199,0.18,5696
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_18.cnf,COMiniSatPS-0,0.001366,194,0.128,16468
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_12.cnf,COMiniSatPS-0,0.00513,582,0.092,5624
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_14.cnf,COMiniSatPS-0,0.007253,1001,0.112,39484
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_33.cnf,COMiniSatPS-0,0.003335,320,0.058,244
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_17.cnf,COMiniSatPS-0,0.000766,36,0.18,6988
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_29.cnf,COMiniSatPS-0,0.000765,153,0.06,168
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_0.cnf,COMiniSatPS-0,0.0,38,0.248,214200
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_41.cnf,COMiniSatPS-0,0.002125,290,0.07,432
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_16.cnf,COMiniSatPS-0,0.0,38,0.21,167770
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_3.cnf,COMiniSatPS-0,0.002639,371,0.348,4072
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_20.cnf,COMiniSatPS-0,0.004555,501,0.054,210
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_15.cnf,COMiniSatPS-0,0.000948,167,0.116,3592
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_16.cnf,COMiniSatPS-0,0.001937,303,0.14,168670
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_50.cnf,COMiniSatPS-0,0.003066,453,0.054,140
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_20.cnf,COMiniSatPS-0,0.006284,702,0.14,70172
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_0.cnf,COMiniSatPS-0,0.000781,91,0.152,12910
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_37.cnf,COMiniSatPS-0,0.002462,372,0.064,120
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_32.cnf,COMiniSatPS-0,0.001629,168,0.068,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_20.cnf,COMiniSatPS-0,0.000783,148,0.21,129184
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_5.cnf,COMiniSatPS-0,0.001879,378,0.172,73118
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_25.cnf,COMiniSatPS-0,0.001209,172,0.078,384
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_16.cnf,COMiniSatPS-0,0.003445,322,0.096,4744
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_9.cnf,COMiniSatPS-0,0.005068,668,0.074,504
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_15.cnf,COMiniSatPS-0,0.001169,139,0.062,264
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_7.cnf,COMiniSatPS-0,0.001587,280,0.124,36626
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_16.cnf,COMiniSatPS-0,0.001917,381,0.064,360
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_19.cnf,COMiniSatPS-0,0.002797,274,0.106,3872
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_10.cnf,COMiniSatPS-0,0.000682,62,0.292,148068
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_17.cnf,COMiniSatPS-0,0.002455,292,0.098,8056
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_2.cnf,COMiniSatPS-0,0.002592,148,0.14,4432
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_19.cnf,COMiniSatPS-0,0.006255,760,0.108,17568
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_14.cnf,COMiniSatPS-0,0.001957,221,0.068,336
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_14.cnf,COMiniSatPS-0,0.000798,137,0.182,363412
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_18.cnf,COMiniSatPS-0,0.0,35,0.25,210950
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_2.cnf,COMiniSatPS-0,0.005994,645,0.094,76
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_13.cnf,COMiniSatPS-0,0.001161,138,0.196,29880
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_7.cnf,COMiniSatPS-0,0.002794,362,0.246,14208
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_13.cnf,COMiniSatPS-0,0.003659,634,0.109,7296
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_11.cnf,COMiniSatPS-0,0.001679,414,0.172,1610
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_3.cnf,COMiniSatPS-0,0.003016,428,0.104,3648
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_18.cnf,COMiniSatPS-0,0.00198,422,0.062,360
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_6.cnf,COMiniSatPS-0,0.00542,598,0.075,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_20.cnf,COMiniSatPS-0,0.00469,629,0.072,702
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_16.cnf,COMiniSatPS-0,0.000912,76,0.142,3980
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_18.cnf,COMiniSatPS-0,0.001713,275,0.164,234504
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_14.cnf,COMiniSatPS-0,0.0,21,0.266,23488
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_15.cnf,COMiniSatPS-0,0.002645,256,0.126,37536
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_10.cnf,COMiniSatPS-0,0.00307,351,0.066,192
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_43.cnf,COMiniSatPS-0,0.001108,135,0.074,416
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_12.cnf,COMiniSatPS-0,0.001245,198,0.324,288
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_11.cnf,COMiniSatPS-0,0.005404,591,0.12,16194
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_8.cnf,COMiniSatPS-0,0.002088,274,0.102,2872
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_8.cnf,COMiniSatPS-0,0.002862,366,0.072,336
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_13.cnf,COMiniSatPS-0,0.002636,389,0.065,264
/home/sdorco/newInstances/CBS_k3_n100_m403_b70_0.cnf,COMiniSatPS-0,0.002802,494,0.092,3364
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_48.cnf,COMiniSatPS-0,0.003076,418,0.058,220
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_11.cnf,COMiniSatPS-0,0.000865,189,0.262,1960
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_0.cnf,COMiniSatPS-0,0.005454,749,0.15,15168
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_38.cnf,COMiniSatPS-0,0.005353,720,0.06,112
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_34.cnf,COMiniSatPS-0,0.000743,18,0.07,432
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_27.cnf,COMiniSatPS-0,0.00081,156,0.072,416
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_4.cnf,COMiniSatPS-0,0.003599,530,0.178,1224
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_40.cnf,COMiniSatPS-0,0.003275,280,0.06,200
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_35.cnf,COMiniSatPS-0,0.003629,491,0.082,448
/home/sdorco/newInstances/CBS_k3_n100_m403_b10_9.cnf,COMiniSatPS-0,0.0,92,0.276,146300
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_21.cnf,COMiniSatPS-0,0.004554,477,0.08,576
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_31.cnf,COMiniSatPS-0,0.002626,311,0.072,352
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_6.cnf,COMiniSatPS-0,0.0,34,0.184,46708
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_0.cnf,COMiniSatPS-0,0.00272,379,0.078,384
/home/sdorco/newInstances/CBS_k3_n100_m403_b50_17.cnf,COMiniSatPS-0,0.002519,293,0.176,367412
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_20.cnf,COMiniSatPS-0,0.001047,268,0.174,87030
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_45.cnf,COMiniSatPS-0,0.0,102,0.09,768
/home/sdorco/newInstances/CBS_k3_n100_m403_b30_15.cnf,COMiniSatPS-0,0.002617,348,0.184,1318
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_17.cnf,COMiniSatPS-0,0.001901,390,0.055,144
/home/sdorco/newInstances/CBS_k3_n100_m403_b90_26.cnf,COMiniSatPS-0,0.002984,401,0.06,288
